bookId,eid,location_name,category_name,fromDate,toDate,created,status
cs_1d2klQtY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-04,2022-05-04T13:45:00+10:00,2022-05-02T11:02:33+10:00,Confirmed
cs_1d2q9QtY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-25,2022-04-25T17:45:00+10:00,2022-04-24T16:47:16+10:00,Confirmed
cs_1d2vBohY,43476,Information Centre,Meeting Rooms,2022-05-05,2022-05-05T12:45:00+10:00,2022-05-04T21:00:15+10:00,Confirmed
cs_1d2xKztY,43476,Information Centre,Meeting Rooms,2022-05-04,2022-05-04T14:45:00+10:00,2022-04-21T10:27:05+10:00,Cancelled by User
cs_1dR3wotY,43476,Information Centre,Meeting Rooms,2022-03-24,2022-03-24T14:45:00+11:00,2022-03-24T10:59:21+11:00,Confirmed
cs_1dR4BViV,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-03-22,2022-03-22T13:45:00+11:00,2022-03-18T16:11:25+11:00,Cancelled by Admin
cs_1dR4BViV,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-03-22,2022-03-22T17:45:00+11:00,2022-03-18T16:11:25+11:00,Cancelled by Admin
cs_1dR5MltY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-03-23,2022-03-23T13:45:00+11:00,2022-03-22T16:55:26+11:00,Confirmed
cs_1dRJgotY,43476,Information Centre,Meeting Rooms,2022-03-28,2022-03-28T13:45:00+11:00,2022-03-28T12:07:56+11:00,Confirmed
cs_1dRKadtY,47791,StartSpace ,Loft Boardroom,2022-03-22,2022-03-22T14:45:00+11:00,2022-03-21T17:23:37+11:00,Confirmed
cs_1dRO6WtY,43476,Information Centre,Meeting Rooms,2022-04-03,2022-04-03T13:45:00+10:00,2022-04-03T12:42:37+10:00,Confirmed
cs_1dRQqotY,47791,StartSpace ,Loft Boardroom,2022-03-31,2022-03-31T10:45:00+11:00,2022-03-25T11:03:33+11:00,Confirmed
cs_1dRRvdtY,44007,Information Centre,Meeting Rooms,2022-04-06,2022-04-06T15:45:00+10:00,2022-04-06T14:17:44+10:00,Confirmed
cs_1dRW5DhY,44007,Information Centre,Meeting Rooms,2022-03-22,2022-03-22T14:45:00+11:00,2022-03-22T07:42:17+11:00,Confirmed
cs_1dRaJzhY,44006,Information Centre,Meeting Rooms,2022-03-25,2022-03-25T13:45:00+11:00,2022-03-24T17:16:27+11:00,Confirmed
cs_1dRe2DtY,44006,Information Centre,Meeting Rooms,2022-03-30,2022-03-30T17:45:00+11:00,2022-03-30T15:10:39+11:00,Confirmed
cs_1dRpPdtY,44006,Information Centre,Meeting Rooms,2022-04-01,2022-04-01T15:45:00+11:00,2022-04-01T14:32:05+11:00,Confirmed
cs_1dRvzQhY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-08,2022-04-08T13:45:00+10:00,2022-04-07T16:49:56+10:00,Confirmed
cs_1dRw6vhY,43476,Information Centre,Meeting Rooms,2022-03-24,2022-03-24T11:45:00+11:00,2022-03-23T11:02:19+11:00,Cancelled by User
cs_1dV0wWhY,43476,Information Centre,Meeting Rooms,2022-05-19,2022-05-19T11:45:00+10:00,2022-05-18T10:51:23+10:00,Cancelled by Admin
cs_1dV6JDhY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-26,2022-05-26T17:45:00+10:00,2022-05-20T14:08:31+10:00,Cancelled by Admin
cs_1dV7WltY,43476,Information Centre,Meeting Rooms,2022-05-24,2022-05-24T12:45:00+10:00,2022-05-23T16:06:28+10:00,Confirmed
cs_1dVN3yhY,43476,Information Centre,Meeting Rooms,2022-05-18,2022-05-18T16:45:00+10:00,2022-05-17T20:40:05+10:00,Confirmed
cs_1dVPyzhY,44006,Information Centre,Meeting Rooms,2022-05-23,2022-05-23T16:45:00+10:00,2022-05-23T11:35:52+10:00,Confirmed
cs_1dVQbohY,47791,StartSpace ,Loft Boardroom,2022-05-16,2022-05-16T14:45:00+10:00,2022-05-13T13:28:27+10:00,Confirmed
cs_1dVRPJhY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-30,2022-05-30T17:45:00+10:00,2022-05-26T11:54:15+10:00,Confirmed
cs_1dVZjWhY,44006,Information Centre,Meeting Rooms,2022-05-16,2022-05-16T13:45:00+10:00,2022-05-13T23:27:27+10:00,Confirmed
cs_1dVjnDhY,43476,Information Centre,Meeting Rooms,2022-05-12,2022-05-12T11:45:00+10:00,2022-05-11T21:28:51+10:00,Confirmed
cs_1dVlpDhY,44007,Information Centre,Meeting Rooms,2022-05-24,2022-05-24T14:45:00+10:00,2022-05-24T10:40:45+10:00,Confirmed
cs_1dVoJdhY,47647,Information Centre,Studio 4,2022-05-31,2022-05-31T12:30:00+10:00,2022-05-19T14:06:23+10:00,Confirmed
cs_1dVqJztY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-17,2022-05-17T17:45:00+10:00,2022-05-17T14:20:26+10:00,Confirmed
cs_1dVv0WhY,47647,Information Centre,Studio 4,2022-06-03,2022-06-03T17:30:00+10:00,2022-05-27T14:47:39+10:00,Confirmed
cs_1dVxYlhY,47791,StartSpace ,Loft Boardroom,2022-05-16,2022-05-16T10:45:00+10:00,2022-05-16T09:29:11+10:00,Confirmed
cs_1dVyQytY,43852,Information Centre,Meeting Rooms,2022-05-13,2022-05-13T14:45:00+10:00,2022-05-11T13:17:25+10:00,Confirmed
cs_1dX0gytY,47791,StartSpace ,Loft Boardroom,2022-07-25,2022-07-25T10:45:00+10:00,2022-07-25T09:21:56+10:00,Confirmed
cs_1dX1aWhY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-23,2022-07-23T13:45:00+10:00,2022-07-20T16:53:04+10:00,Confirmed
cs_1dX4mzhY,44007,Information Centre,Meeting Rooms,2022-06-29,2022-06-29T14:45:00+10:00,2022-06-28T22:15:36+10:00,Confirmed
cs_1dX58NtY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-12,2022-07-12T17:45:00+10:00,2022-07-08T11:05:57+10:00,Confirmed
cs_1dXMMNhY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-01,2022-07-01T13:45:00+10:00,2022-06-30T14:25:15+10:00,Confirmed
cs_1dXNbotY,47791,StartSpace ,Loft Boardroom,2022-07-25,2022-07-25T15:45:00+10:00,2022-07-24T10:56:43+10:00,Confirmed
cs_1dXP6ltY,43476,Information Centre,Meeting Rooms,2022-07-30,2022-07-30T12:45:00+10:00,2022-07-30T11:12:52+10:00,Confirmed
cs_1dXW9dtY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-06,2022-07-06T13:45:00+10:00,2022-07-05T12:30:00+10:00,Confirmed
cs_1dXWOztY,44007,Information Centre,Meeting Rooms,2022-07-09,2022-07-09T13:45:00+10:00,2022-07-06T11:41:12+10:00,Confirmed
cs_1dXXzvhY,47647,Information Centre,Studio 4,2022-08-16,2022-08-16T17:30:00+10:00,2022-08-04T19:50:23+10:00,Confirmed
cs_1dXdKotY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-29,2022-06-29T17:45:00+10:00,2022-06-29T13:32:40+10:00,Confirmed
cs_1dXgydhY,43476,Information Centre,Meeting Rooms,2022-07-21,2022-07-21T13:45:00+10:00,2022-07-21T12:41:23+10:00,Confirmed
cs_1dXmjWhY,44007,Information Centre,Meeting Rooms,2022-07-29,2022-07-29T14:45:00+10:00,2022-07-26T20:35:49+10:00,Cancelled by User
cs_1dXnONhY,44007,Information Centre,Meeting Rooms,2022-07-18,2022-07-18T17:45:00+10:00,2022-07-18T16:12:03+10:00,Confirmed
cs_1dXpNWtY,44007,Information Centre,Meeting Rooms,2022-07-28,2022-07-28T11:45:00+10:00,2022-07-28T08:59:57+10:00,Confirmed
cs_1dXqqztY,44007,Information Centre,Meeting Rooms,2022-07-22,2022-07-22T17:45:00+10:00,2022-07-22T13:36:38+10:00,Confirmed
cs_1dXqwyhY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-22,2022-07-22T17:45:00+10:00,2022-07-22T10:29:13+10:00,Cancelled by Admin
cs_1dXqyNtY,44007,Information Centre,Meeting Rooms,2022-07-22,2022-07-22T11:45:00+10:00,2022-07-22T10:50:17+10:00,Confirmed
cs_1dXw1dhY,43852,Information Centre,Meeting Rooms,2022-07-13,2022-07-13T10:45:00+10:00,2022-07-11T08:39:31+10:00,Cancelled by User
cs_1dXz6JtY,44007,Information Centre,Meeting Rooms,2022-08-12,2022-08-12T16:45:00+10:00,2022-08-02T15:47:47+10:00,Confirmed
cs_1dv1nQtY,44006,Information Centre,Meeting Rooms,2022-06-17,2022-06-17T15:45:00+10:00,2022-06-07T17:27:48+10:00,Confirmed
cs_1dv7lJtY,43852,Information Centre,Meeting Rooms,2022-06-17,2022-06-17T14:45:00+10:00,2022-06-16T17:19:33+10:00,Confirmed
cs_1dv7xyhY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-23,2022-06-23T13:00:00+10:00,2022-06-16T14:27:33+10:00,Cancelled by Admin
cs_1dvAMztY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-20,2022-06-20T17:45:00+10:00,2022-06-20T10:53:05+10:00,Confirmed
cs_1dvKMlhY,44007,Information Centre,Meeting Rooms,2022-05-31,2022-05-31T12:45:00+10:00,2022-05-31T11:59:47+10:00,Confirmed
cs_1dvOjdtY,43852,Information Centre,Meeting Rooms,2022-06-15,2022-06-15T13:45:00+10:00,2022-06-15T11:51:56+10:00,Confirmed
cs_1dvVbotY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-24,2022-06-24T17:45:00+10:00,2022-06-23T16:10:51+10:00,Confirmed
cs_1dvVmztY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-28,2022-06-28T13:45:00+10:00,2022-06-23T16:51:42+10:00,Confirmed
cs_1dvY4WhY,43476,Information Centre,Meeting Rooms,2022-06-19,2022-06-19T15:45:00+10:00,2022-06-19T12:11:03+10:00,Confirmed
cs_1dvZlyhY,43852,Information Centre,Meeting Rooms,2022-06-08,2022-06-08T15:45:00+10:00,2022-06-06T09:45:19+10:00,Confirmed
cs_1dvblKiV,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-18,2022-06-18T13:45:00+10:00,2022-06-11T13:40:31+10:00,Cancelled by Admin
cs_1dvblKiV,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-18,2022-06-18T17:45:00+10:00,2022-06-11T13:40:31+10:00,Cancelled by Admin
cs_1dvdqWtY,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-09,2022-06-09T13:45:00+10:00,2022-05-30T12:33:29+10:00,Confirmed
cs_1dvlQWhY,47267,Information Centre,Studio 2,2022-07-10,2022-07-10T15:00:00+10:00,2022-06-17T10:09:17+10:00,Confirmed
cs_1dvnJltY,43852,Information Centre,Meeting Rooms,2022-06-06,2022-06-06T14:45:00+10:00,2022-06-06T13:21:40+10:00,Confirmed
cs_1dvnKWtY,44006,Information Centre,Meeting Rooms,2022-06-07,2022-06-07T13:45:00+10:00,2022-06-06T11:46:34+10:00,Confirmed
cs_1dvovJtY,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-16,2022-06-16T13:45:00+10:00,2022-06-12T19:21:17+10:00,Confirmed
cs_1dvqddhY,43852,Information Centre,Meeting Rooms,2022-06-08,2022-06-08T14:45:00+10:00,2022-06-08T14:06:20+10:00,Confirmed
cs_1dz0jotY,43476,Information Centre,Meeting Rooms,2022-03-08,2022-03-08T10:45:00+11:00,2022-03-07T18:57:52+11:00,Confirmed
cs_1dzJKQhY,43852,Information Centre,Meeting Rooms,2022-03-04,2022-03-04T16:45:00+11:00,2022-03-03T12:24:28+11:00,Confirmed
cs_1dzN0ltY,43476,Information Centre,Meeting Rooms,2022-03-15,2022-03-15T15:45:00+11:00,2022-03-07T13:44:01+11:00,Confirmed
cs_1dzO1DhY,43476,Information Centre,Meeting Rooms,2022-03-12,2022-03-12T16:45:00+11:00,2022-03-11T18:50:04+11:00,Cancelled by User
cs_1dzaavhY,44006,Information Centre,Meeting Rooms,2022-03-02,2022-03-02T14:45:00+11:00,2022-02-28T15:05:26+11:00,Confirmed
cs_1dzbRNtY,44160,StartSpace ,Meeting Rooms,2022-03-09,2022-03-09T16:45:00+11:00,2022-03-08T22:41:29+11:00,Confirmed
cs_1dzebJhY,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-03-15,2022-03-15T13:00:00+11:00,2022-03-08T12:34:57+11:00,Confirmed
cs_1dzg0WtY,43476,Information Centre,Meeting Rooms,2022-03-07,2022-03-07T15:45:00+11:00,2022-03-05T21:06:02+11:00,Confirmed
cs_1dzpWDtY,44160,StartSpace ,Meeting Rooms,2022-03-10,2022-03-10T14:45:00+11:00,2022-03-10T12:55:59+11:00,Confirmed
cs_2KM383h1,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-04,2022-06-04T13:45:00+10:00,2022-06-03T17:37:34+10:00,Confirmed
cs_2KM383h1,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-05,2022-06-05T13:45:00+10:00,2022-06-03T17:37:34+10:00,Confirmed
cs_2KM383h1,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-05,2022-06-05T17:45:00+10:00,2022-06-03T17:37:34+10:00,Confirmed
cs_2KM77xse,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-17,2022-06-17T17:45:00+10:00,2022-06-09T10:58:56+10:00,Cancelled by User
cs_2KM7PlT1,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-16,2022-06-16T13:45:00+10:00,2022-06-09T10:39:19+10:00,Confirmed
cs_2KM7PlT1,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-16,2022-06-16T17:45:00+10:00,2022-06-09T10:39:19+10:00,Confirmed
cs_2KM7PlT1,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-17,2022-06-17T13:45:00+10:00,2022-06-09T10:39:19+10:00,Cancelled by Admin
cs_2KM8AKCe,47267,Information Centre,Studio 2,2022-07-09,2022-07-09T15:00:00+10:00,2022-06-17T10:08:16+10:00,Confirmed
cs_2KMBwAse,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-17,2022-06-17T13:45:00+10:00,2022-06-16T13:11:48+10:00,Confirmed
cs_2KMJ0bCe,43476,Information Centre,Meeting Rooms,2022-05-29,2022-05-29T15:45:00+10:00,2022-05-29T14:33:51+10:00,Confirmed
cs_2KMO6xse,44007,Information Centre,Meeting Rooms,2022-06-15,2022-06-15T11:45:00+10:00,2022-06-15T10:25:59+10:00,Confirmed
cs_2KMOqKfe,43852,Information Centre,Meeting Rooms,2022-06-18,2022-06-18T12:45:00+10:00,2022-06-15T13:27:50+10:00,Confirmed
cs_2KMV5RSe,44006,Information Centre,Meeting Rooms,2022-06-24,2022-06-24T11:45:00+10:00,2022-06-20T12:30:33+10:00,Cancelled by User
cs_2KMXWMfe,43852,Information Centre,Meeting Rooms,2022-05-31,2022-05-31T12:45:00+10:00,2022-05-30T17:06:25+10:00,Confirmed
cs_2KMgqytl,44160,StartSpace ,Meeting Rooms,2022-06-23,2022-06-23T15:45:00+10:00,2022-06-21T18:12:14+10:00,Confirmed
cs_2KMgqytl,44160,StartSpace ,Meeting Rooms,2022-06-23,2022-06-23T16:45:00+10:00,2022-06-21T18:12:14+10:00,Confirmed
cs_2KMpmafe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-15,2022-06-15T13:45:00+10:00,2022-06-14T12:29:02+10:00,Confirmed
cs_2KMvJKse,44007,Information Centre,Meeting Rooms,2022-06-19,2022-06-19T14:45:00+10:00,2022-06-19T11:46:50+10:00,Confirmed
cs_2KMxMdCe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-22,2022-06-22T13:45:00+10:00,2022-06-21T14:00:30+10:00,Confirmed
cs_2KMyedCe,44007,Information Centre,Meeting Rooms,2022-06-04,2022-06-04T14:45:00+10:00,2022-06-04T12:33:45+10:00,Confirmed
cs_2KN0WRfe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-23,2022-05-23T13:45:00+10:00,2022-05-18T11:45:10+10:00,Confirmed
cs_2KN5NxSe,43852,Information Centre,Meeting Rooms,2022-05-15,2022-05-15T10:45:00+10:00,2022-05-14T21:11:26+10:00,Confirmed
cs_2KN5Xase,43476,Information Centre,Meeting Rooms,2022-05-15,2022-05-15T13:45:00+10:00,2022-05-13T18:48:48+10:00,Confirmed
cs_2KNNKWSe,44006,Information Centre,Meeting Rooms,2022-05-27,2022-05-27T14:45:00+10:00,2022-05-26T21:01:19+10:00,Confirmed
cs_2KNQ4KSe,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-11,2022-05-11T13:45:00+10:00,2022-05-09T14:21:13+10:00,Cancelled by Admin
cs_2KNavxSe,44007,Information Centre,Meeting Rooms,2022-05-14,2022-05-14T14:45:00+10:00,2022-05-11T16:00:50+10:00,Confirmed
cs_2KNk48se,44007,Information Centre,Meeting Rooms,2022-05-28,2022-05-28T16:45:00+10:00,2022-05-28T15:08:54+10:00,Confirmed
cs_2KNmkWCe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-20,2022-05-20T17:45:00+10:00,2022-05-20T10:52:46+10:00,Confirmed
cs_2KNmvdCe,44007,Information Centre,Meeting Rooms,2022-05-20,2022-05-20T15:45:00+10:00,2022-05-20T09:34:33+10:00,Confirmed
cs_2KNpM8Ce,43476,Information Centre,Meeting Rooms,2022-05-28,2022-05-28T11:45:00+10:00,2022-05-22T07:25:50+10:00,Confirmed
cs_2KZ1DMSe,43852,Information Centre,Meeting Rooms,2022-05-02,2022-05-02T11:45:00+10:00,2022-04-23T08:39:50+10:00,Confirmed
cs_2KZ9YaSe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-05-05,2022-05-05T17:45:00+10:00,2022-04-29T13:37:33+10:00,Confirmed
cs_2KZ9oxse,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-29,2022-04-29T17:45:00+10:00,2022-04-29T12:04:03+10:00,Confirmed
cs_2KZ9wWSe,44006,Information Centre,Meeting Rooms,2022-05-01,2022-05-01T14:45:00+10:00,2022-04-29T12:37:34+10:00,Confirmed
cs_2KZA6WCe,43852,Information Centre,Meeting Rooms,2022-04-19,2022-04-19T14:45:00+10:00,2022-04-19T13:56:26+10:00,Confirmed
cs_2KZAeASe,44007,Information Centre,Meeting Rooms,2022-04-20,2022-04-20T10:45:00+10:00,2022-04-19T17:03:17+10:00,Confirmed
cs_2KZMO8Fe,43476,Information Centre,Meeting Rooms,2022-05-05,2022-05-05T15:45:00+10:00,2022-05-05T09:44:46+10:00,Cancelled by User
cs_2KZPPafe,43852,Information Centre,Meeting Rooms,2022-04-24,2022-04-24T17:45:00+10:00,2022-04-24T00:05:37+10:00,Confirmed
cs_2KZRqdSe,44006,Information Centre,Meeting Rooms,2022-04-13,2022-04-13T13:45:00+10:00,2022-04-12T15:55:56+10:00,Confirmed
cs_2KZW87se,44007,Information Centre,Meeting Rooms,2022-04-22,2022-04-22T13:45:00+10:00,2022-04-22T11:19:32+10:00,Confirmed
cs_2KZX2dCe,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-13,2022-04-13T13:45:00+10:00,2022-04-11T12:16:33+10:00,Confirmed
cs_2KZddbFe,47647,Information Centre,Studio 4,2022-04-28,2022-04-28T10:00:00+10:00,2022-04-27T09:18:45+10:00,Confirmed
cs_2KZe8KFe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-25,2022-04-25T13:45:00+10:00,2022-04-21T15:00:02+10:00,Confirmed
cs_2KZmWKSe,43476,Information Centre,Meeting Rooms,2022-04-29,2022-04-29T14:45:00+10:00,2022-04-27T12:51:30+10:00,Confirmed
cs_2KZnPMFe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-19,2022-04-19T13:45:00+10:00,2022-04-13T15:57:39+10:00,Confirmed
cs_2KZwexFe,44006,Information Centre,Meeting Rooms,2022-04-14,2022-04-14T11:45:00+10:00,2022-04-14T10:02:32+10:00,Confirmed
cs_2Kg5b8Ce,43852,Information Centre,Meeting Rooms,2022-03-26,2022-03-26T16:45:00+11:00,2022-03-26T09:18:49+11:00,Confirmed
cs_2Kg6BRCe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-03-26,2022-03-26T17:45:00+11:00,2022-03-19T13:38:17+11:00,Confirmed
cs_2KgK68se,47267,Information Centre,Studio 2,2022-04-10,2022-04-10T15:00:00+10:00,2022-03-19T18:54:26+11:00,Cancelled by User
cs_2KgNB7Ce,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-10,2022-04-10T13:45:00+10:00,2022-04-07T10:46:00+10:00,Confirmed
cs_2KgQ3Mse,47791,StartSpace ,Loft Boardroom,2022-03-22,2022-03-22T12:45:00+11:00,2022-03-21T17:22:48+11:00,Confirmed
cs_2KgaNbFe,47791,StartSpace ,Loft Boardroom,2022-03-24,2022-03-24T16:45:00+11:00,2022-03-23T17:02:28+11:00,Confirmed
cs_2Kge2RSe,43476,Information Centre,Meeting Rooms,2022-03-28,2022-03-28T14:45:00+11:00,2022-03-28T05:12:15+11:00,Cancelled by User
cs_2KggYMse,47600,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-07,2022-04-07T13:45:00+10:00,2022-04-06T12:00:11+10:00,Confirmed
cs_2KgjPWfe,44006,Information Centre,Meeting Rooms,2022-03-24,2022-03-24T12:45:00+11:00,2022-03-23T21:53:20+11:00,Confirmed
cs_2Kgl7Wse,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-04-07,2022-04-07T13:45:00+10:00,2022-03-30T13:27:25+11:00,Confirmed
cs_2Kgqjase,44006,Information Centre,Meeting Rooms,2022-03-29,2022-03-29T13:45:00+11:00,2022-03-29T11:49:12+11:00,Confirmed
cs_2Kgvdase,47647,Information Centre,Studio 4,2022-04-05,2022-04-05T12:30:00+10:00,2022-04-05T12:01:28+10:00,Confirmed
cs_2KgyZ7Se,43476,Information Centre,Meeting Rooms,2022-03-25,2022-03-25T14:45:00+11:00,2022-03-24T22:10:30+11:00,Cancelled by User
cs_2Kk0mMCe,43852,Information Centre,Meeting Rooms,2022-07-25,2022-07-25T16:45:00+10:00,2022-07-25T10:13:42+10:00,Confirmed
cs_2Kk3jMfe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-14,2022-07-14T17:45:00+10:00,2022-07-13T12:49:11+10:00,Confirmed
cs_2Kk3vMFe,43476,Information Centre,Meeting Rooms,2022-07-14,2022-07-14T14:45:00+10:00,2022-07-13T20:51:28+10:00,Confirmed
cs_2Kk55ASe,44007,Information Centre,Meeting Rooms,2022-07-17,2022-07-17T15:45:00+10:00,2022-07-17T14:20:54+10:00,Confirmed
cs_2Kk67aCe,43476,Information Centre,Meeting Rooms,2022-06-29,2022-06-29T15:45:00+10:00,2022-06-28T18:39:42+10:00,Cancelled by User
cs_2Kk9dWse,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-08-04,2022-08-04T13:45:00+10:00,2022-07-30T10:10:59+10:00,Confirmed
cs_2KkAnKCe,43476,Information Centre,Meeting Rooms,2022-07-15,2022-07-15T13:45:00+10:00,2022-07-15T12:29:51+10:00,Confirmed
cs_2KkBqKSe,44007,Information Centre,Meeting Rooms,2022-07-31,2022-07-31T14:45:00+10:00,2022-07-31T13:23:50+10:00,Confirmed
cs_2KkKPRFe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-06-30,2022-06-30T13:45:00+10:00,2022-06-29T17:36:23+10:00,Confirmed
cs_2KkRVAfe,47267,Information Centre,Studio 2,2022-07-08,2022-07-08T15:00:00+10:00,2022-07-06T13:38:33+10:00,Confirmed
cs_2KkRXafe,44006,Information Centre,Meeting Rooms,2022-07-05,2022-07-05T14:45:00+10:00,2022-07-05T13:45:37+10:00,Confirmed
cs_2KkRmaCe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-08,2022-07-08T17:45:00+10:00,2022-07-06T10:04:44+10:00,Confirmed
cs_2KkVBbCe,44160,StartSpace ,Meeting Rooms,2022-08-02,2022-08-02T12:45:00+10:00,2022-08-02T11:53:30+10:00,Confirmed
cs_2KkXRMse,44006,Information Centre,Meeting Rooms,2022-06-30,2022-06-30T16:45:00+10:00,2022-06-30T15:47:24+10:00,Confirmed
cs_2KkdxRse,43476,Information Centre,Meeting Rooms,2022-07-30,2022-07-30T13:45:00+10:00,2022-07-26T16:08:23+10:00,Confirmed
cs_2KknlAfe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-15,2022-07-15T13:45:00+10:00,2022-07-08T18:04:29+10:00,Confirmed
cs_2Kko5wul,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-06,2022-07-06T13:45:00+10:00,2022-07-02T15:08:57+10:00,Confirmed
cs_2Kko5wul,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-06,2022-07-06T17:45:00+10:00,2022-07-02T15:08:57+10:00,Confirmed
cs_2KkoM7Se,44006,Information Centre,Meeting Rooms,2022-07-04,2022-07-04T11:45:00+10:00,2022-07-04T09:38:27+10:00,Confirmed
cs_2Kkom0fy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-04,2022-07-04T13:45:00+10:00,2022-07-03T14:33:30+10:00,Confirmed
cs_2Kkom0fy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-04,2022-07-04T17:45:00+10:00,2022-07-03T14:33:30+10:00,Confirmed
cs_2Kkom0fy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-05,2022-07-05T13:45:00+10:00,2022-07-03T14:33:30+10:00,Confirmed
cs_2Kkom0fy,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-05,2022-07-05T17:45:00+10:00,2022-07-03T14:33:30+10:00,Confirmed
cs_2Kkq5MFe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-07-22,2022-07-22T13:45:00+10:00,2022-07-22T12:09:05+10:00,Confirmed
cs_2KkqKAFe,43476,Information Centre,Meeting Rooms,2022-07-27,2022-07-27T13:45:00+10:00,2022-07-22T07:52:45+10:00,Confirmed
cs_2Kkwqafe,47791,StartSpace ,Loft Boardroom,2022-07-11,2022-07-11T09:45:00+10:00,2022-07-11T09:25:06+10:00,Confirmed
cs_2Kx5x7Ce,44006,Information Centre,Meeting Rooms,2022-03-03,2022-03-03T12:45:00+11:00,2022-03-02T02:21:35+11:00,Confirmed
cs_2KxAbaSe,47647,Information Centre,Studio 4,2022-03-09,2022-03-09T17:30:00+11:00,2022-03-01T11:53:51+11:00,Confirmed
cs_2KxBmKfe,46986,Heritage Collection Reading Rooms,Heritage Collections Reading Rooms,2022-03-16,2022-03-16T17:45:00+11:00,2022-03-14T11:30:02+11:00,Confirmed
cs_2KxMNWse,43852,Information Centre,Meeting Rooms,2022-03-17,2022-03-17T14:45:00+11:00,2022-03-17T14:05:51+11:00,Confirmed
